animal,age,temperature,symptom 1,symptom 2,symptom 3,disease
cow,10,100.2,depression,painless lumps,loss of appetite,lumpy skin disease
buffalo,2,40.9,difficulty breathing,weakness,high fever,pasteurellosis
goat,2,100.3,loss of appetite,painless lumps,depression,lumpy skin disease
buffalo,7,37.4,painful udder,udder redness,loss of appetite,mastitis
goat,1,38.6,swollen limbs,high fever,depression,blackleg
goat,10,103.3,difficulty walking,loss of appetite,crackling sound,blackleg
goat,3,38.6,depression,difficulty breathing,coughing,pasteurellosis
buffalo,15,104.8,sores on mouth,loss of appetite,difficulty walking,foot and mouth
buffalo,10,40.9,weakness,coughing,swelling in neck,pasteurellosis
goat,6,37.6,nasal discharge,salivation,watering eyes,lumpy skin disease
buffalo,13,100.7,loss of appetite,lameness,sores on hooves,foot and mouth
sheep,8,37.2,nasal discharge,loss of appetite,coughing,pasteurellosis
cow,13,103.2,sores on mouth,loss of appetite,lameness,foot and mouth
cow,10,103.0,depression,coughing,loss of appetite,pneumonia
cow,9,102.7,coughing,loss of appetite,depression,pneumonia
sheep,7,104.0,loss of appetite,swelling in limb,lameness,blackleg
buffalo,11,102.7,lameness,loss of appetite,sores on mouth,foot and mouth
cow,10,39.2,enlarged lymph nodes,lameness,fever,lumpy skin disease
goat,4,102.4,swelling in muscle,crackling sound,depression,blackleg
buffalo,15,104.4,blisters on tongue,lameness,loss of appetite,foot and mouth
sheep,8,37.0,depression,coughing,loss of appetite,pasteurellosis
buffalo,12,102.8,difficulty walking,loss of appetite,sores on hooves,foot and mouth
goat,4,104.3,painless lumps,loss of appetite,depression,lumpy skin disease
goat,2,104.0,blisters on tongue,loss of appetite,lameness,foot and mouth
buffalo,11,101.3,swelling in limb,loss of appetite,depression,blackleg
buffalo,5,39.0,udder redness,depression,reduced milk yield,mastitis
cow,14,100.2,loss of appetite,coughing,depression,pneumonia
sheep,7,101.5,painless lumps,loss of appetite,depression,lumpy skin disease
buffalo,5,103.1,loss of appetite,lameness,blisters on hooves,foot and mouth
cow,6,38.6,depression,nasal discharge,swelling in neck,pasteurellosis
buffalo,5,103.7,loss of appetite,depression,nasal discharge,pneumonia
sheep,3,101.0,lameness,sores on mouth,loss of appetite,foot and mouth
cow,12,100.5,difficulty walking,loss of appetite,crackling sound,blackleg
cow,3,101.4,loss of appetite,painless lumps,depression,lumpy skin disease
sheep,9,101.6,loss of appetite,crackling sound,lameness,blackleg
sheep,10,100.6,depression,nasal discharge,loss of appetite,pneumonia
goat,9,102.0,blisters on hooves,loss of appetite,lameness,foot and mouth
goat,2,102.9,loss of appetite,depression,difficult breathing,pneumonia
cow,4,37.3,fatigue,difficulty breathing,nasal discharge,pasteurellosis
cow,7,40.1,fatigue,depression,coughing,pneumonia
cow,2,103.5,blisters on mouth,loss of appetite,difficulty walking,foot and mouth
sheep,2,103.8,loss of appetite,coughing,depression,pneumonia
cow,7,101.0,loss of appetite,lameness,swelling in limb,blackleg
buffalo,7,37.3,salivation,nasal discharge,fatigue,pasteurellosis
goat,5,101.1,difficulty walking,swelling in limb,loss of appetite,blackleg
sheep,5,101.9,sores on hooves,lameness,loss of appetite,foot and mouth
buffalo,10,37.2,depression,high fever,loss of appetite,pasteurellosis
cow,8,103.5,loss of appetite,blisters on mouth,lameness,foot and mouth
sheep,9,100.8,coughing,depression,loss of appetite,pneumonia
sheep,8,100.8,loss of appetite,depression,nasal discharge,pneumonia
goat,7,102.8,lameness,loss of appetite,blisters on gums,foot and mouth
goat,10,102.8,depression,lameness,loss of appetite,blackleg
sheep,2,100.7,depression,loss of appetite,difficult breathing,pneumonia
goat,8,37.0,coughing,fatigue,high fever,pasteurellosis
goat,9,103.7,depression,loss of appetite,crackling sound,blackleg
goat,7,102.4,nasal discharge,loss of appetite,depression,pneumonia
sheep,7,38.6,weight loss,blisters on tongue,drooling,foot and mouth disease
buffalo,10,103.3,loss of appetite,depression,nasal discharge,pneumonia
sheep,9,37.3,nasal discharge,coughing,weakness,pasteurellosis
sheep,2,102.0,depression,loss of appetite,coughing,pneumonia
goat,7,104.0,loss of appetite,difficulty walking,sores on tongue,foot and mouth
goat,7,102.8,coughing,depression,loss of appetite,pneumonia
goat,3,102.0,lameness,loss of appetite,sores on hooves,foot and mouth
buffalo,6,100.2,painless lumps,depression,loss of appetite,lumpy skin disease
goat,3,103.5,lameness,blisters on hooves,loss of appetite,foot and mouth
buffalo,8,103.0,difficult breathing,depression,loss of appetite,pneumonia
buffalo,6,40.9,loss of appetite,kicking abdomen,reduced movement,bloat
cow,6,40.1,diarrhea,fever,sudden death,enterotoxemia
sheep,10,100.1,loss of appetite,depression,painless lumps,lumpy skin disease
buffalo,2,102.5,coughing,loss of appetite,depression,pneumonia
goat,5,102.9,loss of appetite,blisters on mouth,lameness,foot and mouth
cow,7,100.9,loss of appetite,depression,painless lumps,lumpy skin disease
cow,15,100.9,loss of appetite,lameness,blisters on tongue,foot and mouth
sheep,2,101.2,difficulty walking,depression,loss of appetite,blackleg
sheep,4,102.0,swelling in limb,depression,crackling sound,blackleg
cow,2,101.8,difficulty walking,loss of appetite,sores on gums,foot and mouth
buffalo,14,102.2,crackling sound,depression,loss of appetite,blackleg
cow,10,100.9,loss of appetite,depression,difficult breathing,pneumonia
cow,3,100.1,sores on tongue,difficulty walking,loss of appetite,foot and mouth
sheep,10,102.1,lameness,blisters on mouth,loss of appetite,foot and mouth
goat,7,100.2,depression,loss of appetite,lameness,blackleg
cow,6,38.5,weakness,convulsions,fever,enterotoxemia
cow,8,100.5,depression,painless lumps,loss of appetite,lumpy skin disease
cow,3,102.7,loss of appetite,nasal discharge,depression,pneumonia
goat,7,38.6,swelling in neck,fatigue,high fever,pasteurellosis
sheep,7,104.3,swelling in limb,crackling sound,depression,blackleg
cow,12,101.2,crackling sound,depression,loss of appetite,blackleg
cow,14,101.7,lameness,blisters on gums,loss of appetite,foot and mouth
cow,13,102.9,painless lumps,depression,loss of appetite,lumpy skin disease
goat,5,104.6,coughing,loss of appetite,depression,pneumonia
buffalo,7,39.9,salivation,loss of appetite,fatigue,pasteurellosis
cow,7,101.8,nasal discharge,loss of appetite,depression,pneumonia
cow,2,100.1,lameness,loss of appetite,depression,blackleg
cow,5,104.7,blisters on gums,loss of appetite,lameness,foot and mouth
goat,5,37.1,excessive salivation,difficulty breathing,distress,bloat
goat,10,40.1,high fever,loss of appetite,coughing,pasteurellosis
cow,12,101.0,loss of appetite,difficult breathing,depression,pneumonia
goat,6,104.4,difficulty walking,depression,loss of appetite,blackleg
sheep,9,38.5,loss of appetite,udder redness,high temperature,mastitis
goat,10,100.5,loss of appetite,lameness,swelling in muscle,blackleg
cow,10,101.9,lameness,swelling in muscle,loss of appetite,blackleg
goat,9,101.7,depression,difficult breathing,loss of appetite,pneumonia
sheep,5,101.1,loss of appetite,depression,nasal discharge,pneumonia
goat,2,101.3,depression,loss of appetite,swelling in limb,blackleg
sheep,6,101.1,depression,loss of appetite,nasal discharge,pneumonia
goat,6,103.1,lameness,swelling in muscle,loss of appetite,blackleg
buffalo,14,102.1,loss of appetite,difficulty walking,swelling in limb,blackleg
cow,11,101.8,loss of appetite,depression,nasal discharge,pneumonia
cow,7,104.3,depression,loss of appetite,difficult breathing,pneumonia
cow,10,100.5,loss of appetite,painless lumps,depression,lumpy skin disease
sheep,1,101.3,painless lumps,loss of appetite,depression,lumpy skin disease
cow,13,104.6,depression,loss of appetite,difficult breathing,pneumonia
sheep,2,101.7,loss of appetite,blisters on tongue,difficulty walking,foot and mouth
goat,2,102.5,loss of appetite,sores on hooves,difficulty walking,foot and mouth
goat,10,102.4,loss of appetite,lameness,blisters on mouth,foot and mouth
sheep,2,104.3,painless lumps,depression,loss of appetite,lumpy skin disease
cow,14,103.5,loss of appetite,difficult breathing,depression,pneumonia
sheep,9,100.6,difficulty walking,crackling sound,depression,blackleg
cow,15,102.7,depression,loss of appetite,lameness,blackleg
cow,15,100.6,lameness,sores on gums,loss of appetite,foot and mouth
sheep,7,101.9,swelling in muscle,loss of appetite,depression,blackleg
sheep,9,37.4,depression,difficulty breathing,weakness,pasteurellosis
goat,4,100.3,swelling in limb,loss of appetite,lameness,blackleg
buffalo,6,103.0,crackling sound,depression,swelling in limb,blackleg
buffalo,12,102.2,loss of appetite,difficulty walking,sores on tongue,foot and mouth
goat,6,104.7,loss of appetite,sores on tongue,difficulty walking,foot and mouth
buffalo,3,104.5,loss of appetite,lameness,sores on hooves,foot and mouth
cow,13,100.3,lameness,blisters on gums,loss of appetite,foot and mouth
cow,8,100.9,loss of appetite,depression,painless lumps,lumpy skin disease
sheep,3,100.8,depression,loss of appetite,difficulty walking,blackleg
sheep,1,102.8,loss of appetite,coughing,depression,pneumonia
goat,9,39.1,loss of appetite,coughing,salivation,pasteurellosis
buffalo,3,37.4,coughing,salivation,high fever,pasteurellosis
buffalo,10,38.6,weakness,swelling in neck,salivation,pasteurellosis
goat,4,100.2,depression,difficult breathing,loss of appetite,pneumonia
sheep,4,103.2,loss of appetite,depression,coughing,pneumonia
sheep,3,104.8,coughing,depression,loss of appetite,pneumonia
goat,5,101.2,loss of appetite,lameness,blisters on mouth,foot and mouth
goat,7,38.5,nasal discharge,difficulty breathing,high fever,pasteurellosis
cow,9,100.7,loss of appetite,crackling sound,difficulty walking,blackleg
sheep,4,103.5,painless lumps,loss of appetite,depression,lumpy skin disease
cow,11,103.3,loss of appetite,difficult breathing,depression,pneumonia
goat,9,102.9,blisters on tongue,loss of appetite,difficulty walking,foot and mouth
sheep,8,37.0,difficulty breathing,swelling in neck,loss of appetite,pasteurellosis
sheep,4,100.1,depression,loss of appetite,swelling in muscle,blackleg
sheep,3,104.9,crackling sound,swelling in limb,depression,blackleg
buffalo,3,37.6,depression,fever,fatigue,pneumonia
goat,7,104.6,depression,painless lumps,loss of appetite,lumpy skin disease
buffalo,2,37.5,rapid breathing,depression,loss of appetite,pneumonia
goat,5,38.6,swelling in neck,coughing,high fever,pasteurellosis
buffalo,1,104.7,difficulty walking,blisters on hooves,loss of appetite,foot and mouth
sheep,2,103.2,lameness,loss of appetite,blisters on tongue,foot and mouth
buffalo,14,100.7,crackling sound,lameness,depression,blackleg
cow,3,102.7,loss of appetite,lameness,blisters on gums,foot and mouth
sheep,2,100.6,loss of appetite,painless lumps,depression,lumpy skin disease
sheep,4,100.6,swelling in limb,loss of appetite,depression,blackleg
sheep,7,38.6,weakness,slow growth,loss of appetite,parasite infestation
cow,15,100.6,swelling in limb,depression,lameness,blackleg
sheep,9,102.5,difficulty walking,depression,crackling sound,blackleg
goat,10,102.4,depression,swelling in limb,crackling sound,blackleg
buffalo,7,39.0,excessive salivation,kicking abdomen,sudden death,bloat
sheep,3,100.8,loss of appetite,depression,nasal discharge,pneumonia
sheep,5,40.9,depression,nasal discharge,difficulty breathing,pasteurellosis
sheep,4,39.1,nasal discharge,difficulty breathing,high fever,pasteurellosis
cow,5,41.1,depression,loss of appetite,salivation,pasteurellosis
buffalo,8,101.6,depression,nasal discharge,loss of appetite,pneumonia
buffalo,9,102.3,crackling sound,loss of appetite,depression,blackleg
goat,3,100.2,loss of appetite,coughing,depression,pneumonia
buffalo,7,102.9,swelling in limb,difficulty walking,loss of appetite,blackleg
buffalo,8,100.1,depression,painless lumps,loss of appetite,lumpy skin disease
buffalo,3,40.1,swelling in neck,depression,difficulty breathing,pasteurellosis
goat,6,104.4,lameness,loss of appetite,sores on tongue,foot and mouth
goat,9,104.2,depression,loss of appetite,painless lumps,lumpy skin disease
goat,3,103.4,loss of appetite,nasal discharge,depression,pneumonia
goat,10,100.1,loss of appetite,depression,painless lumps,lumpy skin disease
sheep,9,104.3,difficulty walking,crackling sound,loss of appetite,blackleg
goat,3,102.9,difficulty walking,loss of appetite,sores on mouth,foot and mouth
sheep,3,101.3,sores on mouth,lameness,loss of appetite,foot and mouth
buffalo,9,100.8,swelling in muscle,loss of appetite,depression,blackleg
cow,4,37.4,swelling in neck,coughing,salivation,pasteurellosis
goat,7,38.2,difficulty breathing,salivation,weakness,pasteurellosis
buffalo,9,102.5,depression,loss of appetite,coughing,pneumonia
buffalo,9,37.2,nasal discharge,swelling in neck,coughing,pasteurellosis
buffalo,7,102.1,loss of appetite,sores on gums,difficulty walking,foot and mouth
cow,10,101.6,depression,loss of appetite,painless lumps,lumpy skin disease
buffalo,12,104.8,loss of appetite,difficulty walking,blisters on hooves,foot and mouth
cow,11,100.5,difficult breathing,depression,loss of appetite,pneumonia
goat,8,102.2,depression,loss of appetite,nasal discharge,pneumonia
buffalo,14,102.2,loss of appetite,difficulty walking,blisters on gums,foot and mouth
goat,1,102.4,depression,loss of appetite,difficulty walking,blackleg
buffalo,3,103.3,depression,painless lumps,loss of appetite,lumpy skin disease
cow,13,103.2,crackling sound,swelling in limb,lameness,blackleg
goat,8,37.2,salivation,weakness,nasal discharge,pasteurellosis
goat,7,103.0,blisters on gums,lameness,loss of appetite,foot and mouth
goat,5,102.5,difficulty walking,swelling in muscle,crackling sound,blackleg
goat,5,38.5,coughing,weakness,swelling in neck,pasteurellosis
cow,2,40.2,fatigue,depression,coughing,pasteurellosis
sheep,7,102.4,crackling sound,depression,swelling in limb,blackleg
cow,3,101.3,blisters on gums,loss of appetite,difficulty walking,foot and mouth
sheep,6,102.1,loss of appetite,blisters on hooves,lameness,foot and mouth
buffalo,1,37.5,depression,fever,sudden death,enterotoxemia
sheep,3,38.6,difficulty breathing,salivation,nasal discharge,pasteurellosis
buffalo,3,100.2,lameness,loss of appetite,crackling sound,blackleg
goat,3,102.9,loss of appetite,blisters on tongue,difficulty walking,foot and mouth
cow,6,100.4,depression,loss of appetite,difficult breathing,pneumonia
goat,6,102.1,loss of appetite,difficulty walking,sores on hooves,foot and mouth
cow,5,39.3,coughing,nasal discharge,high fever,pasteurellosis
sheep,10,102.1,depression,painless lumps,loss of appetite,lumpy skin disease
cow,7,103.2,nasal discharge,loss of appetite,depression,pneumonia
goat,10,104.3,painless lumps,depression,loss of appetite,lumpy skin disease
cow,12,102.5,loss of appetite,depression,difficult breathing,pneumonia
cow,15,102.5,loss of appetite,swelling in limb,lameness,blackleg
goat,9,104.8,depression,difficulty walking,loss of appetite,blackleg
goat,3,100.4,loss of appetite,difficult breathing,depression,pneumonia
buffalo,12,104.2,crackling sound,loss of appetite,swelling in muscle,blackleg
buffalo,3,103.4,loss of appetite,difficult breathing,depression,pneumonia
goat,7,100.9,difficult breathing,depression,loss of appetite,pneumonia
cow,10,103.6,swelling in limb,depression,lameness,blackleg
buffalo,6,101.2,painless lumps,depression,loss of appetite,lumpy skin disease
sheep,7,103.9,loss of appetite,painless lumps,depression,lumpy skin disease
goat,7,103.0,sores on gums,loss of appetite,lameness,foot and mouth
cow,2,39.9,weakness,loss of appetite,coughing,pasteurellosis
cow,4,101.5,loss of appetite,blisters on tongue,lameness,foot and mouth
buffalo,11,102.2,coughing,loss of appetite,depression,pneumonia
buffalo,10,38.2,fatigue,loss of appetite,high fever,pasteurellosis
